Ticker,Date,V,P,AV,R,DRSD,YR,Y,pr_0,pr_1,pr_2,Y_pred,Y_mom,Y_rev,Y_rand3,Y_rand2
HRS,2015-03-12,61.8300,68.5400,66.1175,-0.0474,0.0096,0.1173,2,0.2799,0.5175,0.2025,1,0,2,1,0
HSIC,2015-03-12,42.9100,69.1600,53.5340,-0.0259,0.0086,0.0256,1,0.3675,0.4409,0.1916,1,0,2,2,2
HST,2015-03-12,197.2000,18.3300,197.7910,-0.1015,0.0196,-0.0344,0,0.5257,0.3485,0.1258,0,0,2,2,2
HSY,2015-03-12,100.4600,94.1000,125.1810,-0.0477,0.0103,-0.0051,0,0.1590,0.3725,0.4685,2,0,2,2,2
HUM,2015-03-12,163.0500,161.3800,216.3000,0.0715,0.0172,0.0881,2,0.3779,0.4412,0.1809,1,2,0,2,0
IBM,2015-03-12,721.5500,142.8600,685.2040,-0.0014,0.0104,0.0309,1,0.4006,0.2596,0.3398,0,1,1,0,2
IDXX,2015-03-12,36.0300,75.1600,47.8915,-0.0443,0.0103,0.0216,1,0.3576,0.2706,0.3717,2,0,2,1,2
IFF,2015-03-12,54.6900,113.4900,61.3335,0.1168,0.0195,-0.0004,0,0.3455,0.3451,0.3094,0,2,0,0,2
ILMN,2015-03-12,196.3400,188.1100,164.6155,-0.0386,0.0158,0.0003,0,0.5156,0.3514,0.1330,0,0,2,0,2
INCY,2015-03-12,108.6800,89.9600,106.2880,0.1843,0.0218,0.0428,2,0.7685,0.1546,0.0769,0,2,0,2,0
INTC,2015-03-12,3307.9900,28.1800,1006.3575,-0.0821,0.0182,0.0369,2,0.5164,0.3828,0.1008,0,0,2,1,2
INTU,2015-03-12,76.7600,93.7100,164.9465,0.0888,0.0162,0.0255,1,0.1961,0.6116,0.1923,1,2,0,1,0
IP,2015-03-12,156.8300,49.8300,154.3290,-0.0117,0.0108,0.0259,1,0.5118,0.3474,0.1408,0,1,1,1,2
IPG,2015-03-12,68.0800,20.3000,77.8740,0.0486,0.0137,0.0049,1,0.4837,0.3974,0.1188,0,2,0,0,0
IR,2015-03-12,71.1100,64.1100,113.4440,0.0154,0.0100,0.0178,1,0.3393,0.5525,0.1082,1,1,1,0,2
IRM,2015-03-12,38.3500,31.5000,62.2930,-0.0672,0.0174,0.0127,1,0.7756,0.1552,0.0692,0,0,2,1,2
ISRG,2015-03-12,72.3200,166.4200,96.4370,0.0007,0.0093,0.0623,2,0.4617,0.4860,0.0523,1,1,1,2,0
IT,2015-03-12,51.9800,80.4400,50.2315,0.0254,0.0111,0.0525,2,0.6793,0.1702,0.1506,0,1,1,0,2
ITW,2015-03-12,139.2900,92.4500,165.0415,0.0140,0.0096,-0.0005,0,0.4156,0.3520,0.2324,0,1,1,1,2
IVZ,2015-03-12,91.3400,36.8900,104.7190,0.0374,0.0103,-0.0144,0,0.2487,0.4182,0.3330,1,2,0,2,2
JBHT,2015-03-12,103.9300,83.9900,54.1790,0.0667,0.0117,0.0145,1,0.3011,0.3520,0.3469,1,2,0,0,2
JCI,2015-03-12,54.3700,38.3900,99.6365,0.0167,0.0117,0.0253,1,0.5487,0.2374,0.2139,0,1,1,0,2
JEC,2015-03-12,50.4000,43.1600,58.7505,0.0403,0.0090,0.0681,2,0.3554,0.2002,0.4445,2,2,0,0,2
JNJ,2015-03-12,830.3900,92.5500,946.1100,0.0014,0.0110,0.0224,1,0.4566,0.2410,0.3024,0,1,1,0,2
JNPR,2015-03-12,78.3100,22.7000,115.1920,0.0161,0.0125,0.0084,1,0.3210,0.4329,0.2461,1,1,1,1,2
JPM,2015-03-12,1114.4500,57.1100,977.1295,0.0514,0.0123,0.0121,1,0.3407,0.2564,0.4029,2,2,0,0,2
JWN,2015-03-12,62.2000,69.7500,130.8750,0.0205,0.0157,-0.0004,0,0.5338,0.2456,0.2205,0,1,1,1,2
K,2015-03-12,98.6000,58.0000,162.2145,-0.0531,0.0129,0.0548,2,0.2570,0.5132,0.2298,1,0,2,2,0
KEY,2015-03-12,234.8900,13.7200,127.5285,0.0546,0.0127,-0.0379,0,0.2271,0.4041,0.3688,1,2,0,2,2
KIM,2015-03-12,46.0400,23.2200,70.1555,-0.0264,0.0151,0.0026,1,0.4336,0.3290,0.2374,0,0,2,2,2
KLAC,2015-03-12,70.5800,56.0400,73.3715,-0.0482,0.0127,-0.0212,0,0.4308,0.4201,0.1491,0,0,2,1,0
KMB,2015-03-12,139.5300,97.9700,160.4145,-0.0252,0.0083,0.0110,1,0.2320,0.5439,0.2242,1,0,2,0,2
KMX,2015-03-12,138.9900,62.4500,82.4180,-0.0534,0.0134,0.1720,2,0.4126,0.3203,0.2672,0,0,2,2,2
KO,2015-03-12,719.2600,37.3900,598.9480,-0.0348,0.0106,0.0078,1,0.2524,0.1799,0.5678,2,0,2,0,0
KR,2015-03-12,461.1000,36.7600,369.3080,0.0640,0.0177,0.0101,1,0.2927,0.2710,0.4362,2,2,0,0,0
KSS,2015-03-12,110.3300,65.8100,222.8620,0.0776,0.0098,0.0536,2,0.1454,0.3591,0.4955,2,2,0,0,2
KSU,2015-03-12,51.0500,110.9200,79.7135,-0.0080,0.0110,-0.0762,0,0.2536,0.1495,0.5969,2,1,1,1,0
L,2015-03-12,31.1600,39.8200,42.5475,-0.0226,0.0113,0.0171,1,0.1424,0.3383,0.5193,2,0,2,2,2
LB,2015-03-12,114.2700,82.4400,132.6220,-0.0096,0.0115,0.0278,1,0.2675,0.4791,0.2534,1,1,1,0,2
LEG,2015-03-12,99.3200,41.0900,41.2195,0.0126,0.0093,0.0275,1,0.5850,0.2351,0.1799,0,1,1,0,2
LEN,2015-03-12,105.1900,49.1100,128.2590,0.0078,0.0143,0.0189,1,0.3530,0.2247,0.4223,2,1,1,2,2
LH,2015-03-12,89.5100,124.2800,173.0400,0.0647,0.0115,0.0144,1,0.4361,0.3317,0.2322,0,2,0,1,2
LLL,2015-03-12,55.7000,119.5100,70.4230,-0.0165,0.0104,0.0033,1,0.1284,0.2354,0.6362,2,0,2,2,2
LLY,2015-03-12,189.4800,65.1900,256.6600,-0.0055,0.0118,0.0626,2,0.3318,0.4012,0.2670,1,1,1,2,2
LMT,2015-03-12,208.3000,185.4000,248.7840,0.0201,0.0090,0.0081,1,0.5178,0.2934,0.1889,0,1,1,0,0
LNC,2015-03-12,88.1600,55.1300,138.3645,0.0042,0.0145,-0.0180,0,0.3231,0.4852,0.1917,1,1,1,1,0
LNT,2015-03-12,43.0800,27.9000,44.5870,-0.0542,0.0126,0.0323,2,0.1497,0.3117,0.5386,2,0,2,2,2
LOW,2015-03-12,267.7400,71.4600,349.2695,0.0492,0.0107,-0.0006,0,0.1565,0.7544,0.0891,1,2,0,0,0
LRCX,2015-03-12,163.9200,74.7500,123.1050,-0.0336,0.0146,-0.0594,0,0.2808,0.4371,0.2820,1,0,2,1,2
LUK,2015-03-12,35.7200,22.8700,27.6570,0.0160,0.0104,-0.0227,0,0.1449,0.4321,0.4229,1,1,1,0,0
LUV,2015-03-12,259.1000,44.0500,286.2690,0.0353,0.0157,-0.0477,0,0.3684,0.3793,0.2523,1,2,0,0,0
M,2015-03-12,203.3800,56.7700,258.6525,-0.0193,0.0117,0.0946,2,0.3325,0.3963,0.2712,1,0,2,2,0
MAA,2015-03-12,64.7600,67.0300,39.1110,0.0049,0.0137,0.0234,1,0.5262,0.2349,0.2388,0,1,1,2,0
MAC,2015-03-12,144.1000,78.8800,122.6705,0.0609,0.0234,-0.1188,0,0.0999,0.7200,0.1801,1,2,0,1,2
MAR,2015-03-12,132.4000,79.6400,159.4825,0.0777,0.0132,-0.0299,0,0.4791,0.2636,0.2572,0,2,0,2,2
MAS,2015-03-12,85.4400,22.9000,77.6830,0.0306,0.0128,-0.0096,0,0.3525,0.4055,0.2420,1,2,0,0,0
MAT,2015-03-12,160.2600,22.3600,115.7845,-0.0341,0.0179,-0.0555,0,0.2349,0.3878,0.3773,1,0,2,2,0
MCD,2015-03-12,843.6400,89.2900,854.4325,0.0303,0.0135,0.0161,1,0.1650,0.2515,0.5834,2,2,0,2,0
MCHP,2015-03-12,200.8100,46.4100,147.8730,0.0241,0.0142,0.0062,1,0.2889,0.5031,0.2080,1,1,1,2,0
MCK,2015-03-12,125.9500,221.3900,188.9550,0.0071,0.0087,-0.0033,0,0.4240,0.3793,0.1966,0,1,1,2,2
MCO,2015-03-12,105.5500,94.7200,103.0215,0.0138,0.0105,0.0756,2,0.4303,0.2921,0.2776,0,1,1,1,0
MDLZ,2015-03-12,340.8200,33.4100,367.1455,-0.0473,0.0118,0.0730,2,0.5761,0.2570,0.1669,0,0,2,0,2
MDT,2015-03-12,308.1500,72.5300,502.9255,0.0319,0.0130,0.0193,1,0.2384,0.5439,0.2177,1,2,0,0,2
MET,2015-03-12,267.0200,47.4700,313.6855,0.0284,0.0138,-0.0198,0,0.2528,0.4449,0.3023,1,2,0,2,0
MGM,2015-03-12,177.9200,19.5100,290.0290,-0.0492,0.0180,0.1430,2,0.3098,0.4094,0.2808,1,0,2,2,2
MHK,2015-03-12,139.9200,180.1600,144.5610,0.0702,0.0189,0.0205,1,0.4771,0.3953,0.1276,0,2,0,0,0
MKC,2015-03-12,67.5800,69.2200,33.5275,-0.0140,0.0080,0.0717,2,0.2711,0.2558,0.4730,2,1,1,0,0
MLM,2015-03-12,124.1100,140.3100,109.5925,0.0272,0.0121,-0.0345,0,0.3519,0.3788,0.2694,1,2,0,0,2
MMC,2015-03-12,162.6500,53.3700,114.9125,0.0068,0.0076,0.0165,1,0.3143,0.4535,0.2322,1,1,1,0,0
MNST,2015-03-12,87.8800,45.9500,169.3850,0.1586,0.0310,0.0035,1,0.3067,0.4024,0.2910,1,2,0,0,0
MO,2015-03-12,413.0200,47.3400,344.4380,-0.0407,0.0120,0.0095,1,0.3817,0.2067,0.4116,2,0,2,1,0
MON,2015-03-12,265.2800,111.9500,331.0675,-0.0329,0.0105,0.0188,1,0.3111,0.3227,0.3662,2,0,2,0,0
MOS,2015-03-12,223.1900,43.8400,198.4195,-0.0630,0.0125,-0.0395,0,0.4103,0.4081,0.1817,0,0,2,0,0
MRK,2015-03-12,727.6400,51.9300,609.4030,-0.0360,0.0072,0.0193,1,0.5177,0.2515,0.2308,0,0,2,0,0
MRO,2015-03-12,177.6400,24.3500,184.9530,-0.0815,0.0161,0.1392,2,0.1727,0.2767,0.5507,2,0,2,2,2
MS,2015-03-12,679.5300,35.0800,339.8325,0.0198,0.0182,-0.0231,0,0.3096,0.2730,0.4174,2,1,1,1,2
MSFT,2015-03-12,2460.8900,38.2900,1411.1955,-0.0252,0.0109,0.0172,1,0.5891,0.1523,0.2586,0,0,2,1,0
MSI,2015-03-12,107.6700,61.4000,120.6455,-0.0476,0.0105,-0.0375,0,0.1960,0.3808,0.4232,2,0,2,1,0
MTB,2015-03-12,119.1000,118.9700,94.0540,0.0484,0.0125,-0.0099,0,0.2210,0.5019,0.2771,1,2,0,1,0
MTD,2015-03-12,28.1000,317.0900,35.4775,0.0451,0.0095,0.0443,2,0.4940,0.4217,0.0843,0,2,0,2,0
MU,2015-03-12,548.2900,28.0200,650.7660,-0.0967,0.0192,0.0000,0,0.6563,0.2536,0.0901,0,0,2,0,0
MYL,2015-03-12,707.5000,62.3000,227.0850,0.1589,0.0240,0.1274,2,0.3815,0.3656,0.2528,0,2,0,2,2
NBL,2015-03-12,102.2100,42.5700,218.8275,-0.0770,0.0193,0.1508,2,0.1680,0.4524,0.3795,1,0,2,2,2
NEE,2015-03-12,326.6700,93.4100,245.0180,-0.0361,0.0141,0.0437,2,0.5803,0.2407,0.1790,0,0,2,2,0
NEM,2015-03-12,135.5600,22.0100,190.8790,-0.0756,0.0265,0.0018,0,0.3012,0.4595,0.2393,1,0,2,2,0
NFX,2015-03-12,65.8700,31.1000,150.2765,0.0398,0.0395,0.1958,2,0.4064,0.5035,0.0901,1,2,0,2,0
NI,2015-03-12,63.7300,15.0200,84.4885,-0.0278,0.0149,0.0433,2,0.4556,0.1429,0.4016,0,0,2,1,2
NKE,2015-03-12,281.8900,47.1100,339.5150,0.0658,0.0101,0.0301,1,0.2969,0.3415,0.3616,2,2,0,0,0
NOC,2015-03-12,238.1800,153.5000,224.4295,-0.0338,0.0102,0.0335,2,0.1701,0.5298,0.3001,1,0,2,1,0
NOV,2015-03-12,292.3200,47.0700,337.6715,-0.0313,0.0185,0.0928,2,0.4659,0.3537,0.1804,0,0,2,0,2
NSC,2015-03-12,140.2500,101.9500,208.1875,0.0011,0.0079,-0.0264,0,0.2827,0.3111,0.4061,2,1,1,0,2
NTAP,2015-03-12,150.2800,35.1400,143.3930,-0.0599,0.0202,-0.0475,0,0.4678,0.4131,0.1191,0,0,2,0,2
NTRS,2015-03-12,77.2300,67.5300,78.7045,0.0093,0.0092,-0.0006,0,0.1502,0.6598,0.1899,1,1,1,0,0
NUE,2015-03-12,91.7300,43.3700,91.3045,-0.0109,0.0108,0.0302,1,0.1701,0.2960,0.5339,2,1,1,2,2
NVDA,2015-03-12,230.6500,22.1100,142.9465,0.0935,0.0193,0.0036,1,0.4670,0.3150,0.2180,0,2,0,0,2
NWL,2015-03-12,52.8200,36.8100,52.0205,-0.0016,0.0102,0.0418,2,0.4725,0.1975,0.3300,0,1,1,2,2
O,2015-03-12,91.0100,44.6800,98.3305,-0.0197,0.0158,-0.0090,0,0.5009,0.1864,0.3126,0,0,2,1,0
OKE,2015-03-12,74.7100,39.2600,106.1205,0.0147,0.0201,0.0413,2,0.2663,0.4823,0.2515,1,1,1,2,2
OMC,2015-03-12,68.2900,72.6600,96.3580,0.0340,0.0101,0.0118,1,0.3903,0.5078,0.1018,1,2,0,0,0
ORCL,2015-03-12,570.8900,39.8900,494.0395,-0.0402,0.0105,0.0491,2,0.3562,0.1856,0.4583,2,0,2,1,0
ORLY,2015-03-12,123.8500,209.5500,108.4950,0.0101,0.0114,0.0499,2,0.2834,0.5673,0.1493,1,1,1,2,0
OXY,2015-03-12,318.3600,66.7500,326.4295,-0.0585,0.0120,0.0520,2,0.2815,0.3842,0.3343,1,0,2,2,2
PAYX,2015-03-12,119.2000,46.3000,95.7210,0.0437,0.0094,-0.0197,0,0.2847,0.4406,0.2746,1,2,0,2,2
PBCT,2015-03-12,37.7200,13.5700,35.5845,0.0359,0.0085,-0.0081,0,0.2506,0.5200,0.2294,1,2,0,1,2
PCAR,2015-03-12,67.9000,57.6300,98.0450,-0.0076,0.0132,0.0141,1,0.3294,0.4611,0.2095,1,1,1,1,0
PCG,2015-03-12,93.2900,47.9300,153.0740,-0.0505,0.0121,0.0209,1,0.3555,0.3154,0.3290,0,0,2,2,2
PCLN,2015-03-12,619.5600,1186.6000,1086.6260,0.1194,0.0227,0.0024,1,0.3915,0.4534,0.1551,1,2,0,0,0
PDCO,2015-03-12,44.9500,46.3400,49.2295,-0.0213,0.0116,-0.0123,0,0.4446,0.3239,0.2315,0,0,2,2,0
PEG,2015-03-12,133.6700,37.1000,168.4000,0.0291,0.0179,0.0199,1,0.3384,0.2319,0.4297,2,2,0,0,2
PEP,2015-03-12,426.3800,89.0900,459.9700,-0.0403,0.0083,0.0052,1,0.1556,0.4091,0.4354,2,0,2,2,0
PFE,2015-03-12,958.0400,30.7600,927.6685,-0.0071,0.0081,0.0423,2,0.3916,0.2985,0.3099,0,1,1,1,2
PFG,2015-03-12,54.5100,47.1700,60.9500,0.0263,0.0148,-0.0151,0,0.3110,0.3876,0.3015,1,2,0,1,0
PG,2015-03-12,570.6200,75.1300,656.7600,-0.0415,0.0085,0.0154,1,0.2834,0.5265,0.1902,1,0,2,0,2
PGR,2015-03-12,89.2800,25.5700,80.5540,0.0047,0.0102,0.0039,1,0.4229,0.2455,0.3316,0,1,1,0,0
PH,2015-03-12,160.6800,112.0100,141.8590,-0.0163,0.0109,0.0179,1,0.1796,0.4176,0.4028,1,0,2,1,0
PHM,2015-03-12,75.3500,20.3800,99.4375,-0.0468,0.0165,0.0486,2,0.6098,0.2079,0.1823,0,0,2,1,0
PKG,2015-03-12,62.9500,73.7200,72.6485,0.0118,0.0140,-0.0104,0,0.4813,0.2884,0.2303,0,1,1,0,0
PKI,2015-03-12,18.0600,46.5300,23.4655,0.0285,0.0085,0.0909,2,0.1945,0.5150,0.2905,1,2,0,1,0
PLD,2015-03-12,138.7900,38.6800,131.8035,-0.0416,0.0132,0.0067,1,0.2881,0.5059,0.2060,1,0,2,1,2
PNC,2015-03-12,389.6000,91.3300,213.1685,0.0761,0.0115,-0.0325,0,0.2196,0.3671,0.4134,2,2,0,1,2
PNR,2015-03-12,83.7900,60.3500,70.8835,-0.0069,0.0143,-0.0239,0,0.2010,0.1848,0.6142,2,1,1,2,2
PNW,2015-03-12,31.7400,57.2500,59.1365,-0.0599,0.0136,0.0124,1,0.2703,0.4297,0.3001,1,0,2,2,2
PPL,2015-03-12,151.1300,26.5100,165.0575,-0.0705,0.0131,0.0671,2,0.2503,0.3940,0.3557,1,0,2,0,0
PRGO,2015-03-12,162.0100,164.0800,161.2160,0.1275,0.0129,0.1926,2,0.4069,0.5027,0.0905,1,2,0,0,0
PRU,2015-03-12,154.4400,76.0800,227.8030,0.0472,0.0142,-0.0242,0,0.2001,0.6431,0.1568,1,2,0,0,0
PSA,2015-03-12,146.1200,173.0400,129.7970,-0.0651,0.0117,0.0290,1,0.4575,0.2029,0.3397,0,0,2,1,2
PVH,2015-03-12,212.2200,97.4600,143.4895,-0.0619,0.0143,0.1278,2,0.1695,0.4558,0.3748,1,0,2,0,0
PWR,2015-03-12,55.4100,28.1400,62.2415,-0.0137,0.0102,0.0171,1,0.1848,0.1511,0.6640,2,1,1,0,2
PX,2015-03-12,193.9800,117.8500,166.0905,0.0159,0.0084,-0.0261,0,0.3592,0.3308,0.3100,0,1,1,1,2
PXD,2015-03-12,282.0600,153.0300,323.6675,0.0429,0.0227,0.1259,2,0.4827,0.2082,0.3091,0,2,0,0,2
QCOM,2015-03-12,1110.2200,62.8500,822.2290,-0.0062,0.0100,-0.0032,0,0.2990,0.4098,0.2912,1,1,1,2,0
RCL,2015-03-12,147.9200,74.6200,173.0130,0.0302,0.0164,0.0367,2,0.3753,0.4061,0.2186,1,2,0,0,2
RE,2015-03-12,38.3500,167.8000,48.2500,-0.0135,0.0090,0.0076,1,0.2242,0.4060,0.3697,1,1,1,0,0
REG,2015-03-12,35.4600,60.5400,34.7720,-0.0154,0.0127,0.0187,1,0.2692,0.4385,0.2923,1,0,2,1,0
REGN,2015-03-12,230.0900,425.1600,319.3860,0.0656,0.0166,0.0852,2,0.3689,0.4607,0.1704,1,2,0,1,0
RF,2015-03-12,325.0000,9.3200,121.1620,0.0676,0.0139,-0.0311,0,0.1690,0.5153,0.3156,1,2,0,2,2
RHI,2015-03-12,33.8200,58.4000,43.3405,0.0167,0.0132,-0.0295,0,0.5081,0.4293,0.0626,0,1,1,1,0
RHT,2015-03-12,64.3500,66.3400,72.8035,-0.0150,0.0139,0.1418,2,0.3017,0.2205,0.4779,2,0,2,2,0
RJF,2015-03-12,29.7100,57.5100,33.4210,0.0564,0.0105,-0.0600,0,0.1891,0.5056,0.3053,1,2,0,1,2
RL,2015-03-12,136.9400,123.3300,142.0905,-0.0347,0.0113,0.0626,2,0.3934,0.4551,0.1515,1,0,2,0,0
RMD,2015-03-12,37.6900,65.2900,40.7370,0.0554,0.0109,0.0890,2,0.3020,0.3755,0.3225,1,2,0,1,2
ROK,2015-03-12,123.5500,106.8300,106.6895,-0.0127,0.0114,-0.0149,0,0.2693,0.3069,0.4238,2,1,1,0,2
ROP,2015-03-12,50.6900,165.6500,60.7630,0.0319,0.0086,0.0117,1,0.5680,0.2320,0.2000,0,2,0,2,0
ROST,2015-03-12,137.0500,51.9000,149.1170,0.1234,0.0158,-0.0266,0,0.4088,0.3492,0.2420,0,2,0,0,2
RRC,2015-03-12,122.7200,45.0200,137.6205,-0.1141,0.0251,0.2170,2,0.2106,0.2096,0.5798,2,0,2,0,0
RSG,2015-03-12,105.0200,37.5900,61.8295,-0.0056,0.0133,0.0215,1,0.4022,0.3620,0.2357,0,1,1,2,0
RTN,2015-03-12,106.9000,100.6100,168.2565,-0.0023,0.0110,0.0348,2,0.2458,0.3062,0.4480,2,1,1,2,2
SBAC,2015-03-12,180.6800,120.9500,122.2230,0.0133,0.0136,-0.0271,0,0.3372,0.4824,0.1803,1,1,1,1,0
SBUX,2015-03-12,340.6200,44.7400,321.4245,0.0285,0.0092,0.0317,2,0.1893,0.6548,0.1559,1,2,0,2,2
SCG,2015-03-12,71.0900,48.6800,66.3845,-0.0937,0.0159,0.0339,2,0.2630,0.2933,0.4438,2,0,2,1,2
SCHW,2015-03-12,204.7100,30.3500,200.5555,0.0690,0.0172,-0.0112,0,0.2833,0.4001,0.3166,1,2,0,1,2
SEE,2015-03-12,80.8800,44.7200,83.3005,0.0238,0.0133,0.0029,1,0.2451,0.5301,0.2249,1,1,1,2,0
SHW,2015-03-12,146.9800,277.5400,153.4715,0.0286,0.0105,0.0190,1,0.4624,0.3800,0.1576,0,2,0,1,2
SIG,2015-03-12,69.0200,118.8000,68.2235,0.0293,0.0102,0.1144,2,0.2306,0.4347,0.3346,1,2,0,0,2
SJM,2015-03-12,71.6300,105.5100,90.6340,0.0106,0.0092,0.0383,2,0.3201,0.4847,0.1951,1,1,1,0,2
SLB,2015-03-12,617.5800,75.2200,623.0970,-0.0448,0.0111,0.1010,2,0.4498,0.3145,0.2358,0,0,2,1,2
SLG,2015-03-12,87.7900,118.4200,67.9985,-0.0008,0.0144,0.0087,1,0.4354,0.3080,0.2566,0,1,1,2,0
SNA,2015-03-12,55.9500,138.7500,46.3050,0.0148,0.0086,0.0277,1,0.3990,0.3095,0.2915,0,1,1,0,2
SNPS,2015-03-12,20.4600,45.6300,32.4735,0.0277,0.0105,0.0476,2,0.3126,0.4703,0.2171,1,2,0,0,0
SO,2015-03-12,284.7100,39.1300,290.3610,-0.0623,0.0131,0.0036,1,0.2333,0.2889,0.4778,2,0,2,0,2
SPG,2015-03-12,335.4200,165.8400,265.3155,-0.0459,0.0141,0.0418,2,0.2162,0.4468,0.3370,1,0,2,2,2
SRCL,2015-03-12,34.8300,136.8800,58.7040,0.0402,0.0082,0.0369,2,0.4892,0.3798,0.1310,0,2,0,1,0
SRE,2015-03-12,111.8800,99.9200,130.9245,0.0128,0.0125,0.0005,0,0.4854,0.2904,0.2242,0,1,1,0,0
STI,2015-03-12,148.5400,40.3500,122.2735,0.0527,0.0124,-0.0285,0,0.1985,0.4572,0.3444,1,2,0,0,2
STT,2015-03-12,275.9000,69.7500,240.8375,-0.0431,0.0148,0.0406,2,0.4696,0.2828,0.2476,0,0,2,1,2
STZ,2015-03-12,151.7000,115.0300,102.4480,0.0393,0.0138,0.0315,1,0.3898,0.2406,0.3697,0,2,0,2,2
SWK,2015-03-12,72.3600,91.8500,92.0890,0.0043,0.0101,0.0003,0,0.3293,0.4617,0.2090,1,1,1,2,0
SWKS,2015-03-12,371.2500,89.5800,444.9920,0.1274,0.0149,0.0731,2,0.4423,0.3966,0.1611,0,2,0,2,2
SYK,2015-03-12,82.0300,88.5300,119.4785,-0.0109,0.0135,0.0233,1,0.2181,0.5781,0.2037,1,1,1,0,0
SYMC,2015-03-12,93.5100,18.1800,87.0495,-0.0734,0.0127,0.0787,2,0.6038,0.2866,0.1096,0,0,2,1,2
SYY,2015-03-12,119.7900,35.9700,185.2730,-0.0030,0.0126,-0.0086,0,0.3211,0.4436,0.2353,1,1,1,2,2
T,2015-03-12,895.0700,28.7800,752.0750,-0.0365,0.0084,0.0031,1,0.1715,0.1661,0.6624,2,0,2,0,0
TAP,2015-03-12,95.9900,72.3100,99.0475,0.0422,0.0155,0.0295,1,0.3637,0.3653,0.2710,1,2,0,1,0
TGT,2015-03-12,332.3400,72.9000,418.7810,0.0447,0.0085,0.0539,2,0.3796,0.4653,0.1552,1,2,0,2,2
TIF,2015-03-12,156.5000,81.2800,135.9650,-0.0159,0.0140,0.0411,2,0.2854,0.4988,0.2158,1,0,2,1,0
TJX,2015-03-12,179.4500,66.3900,236.2345,0.0048,0.0137,-0.0023,0,0.3813,0.3916,0.2270,1,1,1,0,2
TMK,2015-03-12,21.3100,52.8800,35.4025,0.0138,0.0073,0.0337,2,0.3113,0.4490,0.2397,1,1,1,2,2
TMO,2015-03-12,160.9800,127.3000,189.9305,0.0266,0.0111,0.0398,2,0.3189,0.5260,0.1551,1,2,0,1,2
TROW,2015-03-12,127.7500,75.1300,100.0930,0.0164,0.0099,0.0012,0,0.2007,0.5053,0.2940,1,1,1,1,0
TSCO,2015-03-12,70.3900,84.2500,77.1070,0.0604,0.0149,0.0004,0,0.3459,0.5025,0.1516,1,2,0,2,0
TSN,2015-03-12,246.0000,36.5300,164.4000,-0.0641,0.0168,0.0485,2,0.1167,0.5177,0.3656,1,0,2,2,2
TSS,2015-03-12,37.8200,37.1900,26.9685,0.0417,0.0097,0.0083,1,0.3812,0.4171,0.2017,1,2,0,2,2
TWX,2015-03-12,230.8100,80.3900,330.7295,0.0484,0.0111,0.0108,1,0.5265,0.2609,0.2126,0,2,0,2,0
TXN,2015-03-12,212.1700,53.2900,270.3345,0.0217,0.0123,0.0084,1,0.3777,0.4316,0.1906,1,1,1,1,2
TXT,2015-03-12,60.1900,43.1700,68.8180,0.0051,0.0134,0.0635,2,0.7000,0.1695,0.1305,0,1,1,2,0
UDR,2015-03-12,97.1700,29.9400,63.1210,0.0177,0.0140,0.0073,1,0.5060,0.3111,0.1829,0,1,1,0,0
UHS,2015-03-12,85.4400,113.5500,78.2500,0.0796,0.0123,0.0346,2,0.2820,0.4286,0.2895,1,2,0,2,2
UNH,2015-03-12,374.3500,110.2000,405.1890,0.0493,0.0138,0.0358,2,0.2211,0.5979,0.1810,1,2,0,0,0
UNM,2015-03-12,44.6500,31.6400,54.5165,-0.0159,0.0116,0.0117,1,0.1803,0.4399,0.3797,1,0,2,0,2
UNP,2015-03-12,558.4800,108.4000,404.2485,-0.0531,0.0102,-0.0322,0,0.3317,0.3635,0.3048,1,0,2,1,0
UPS,2015-03-12,194.5200,92.5500,280.3505,-0.0052,0.0054,-0.0290,0,0.2001,0.5940,0.2059,1,1,1,1,0
URI,2015-03-12,121.2700,88.2000,134.2915,-0.0207,0.0151,0.0880,2,0.3612,0.3330,0.3058,0,0,2,2,0
USB,2015-03-12,402.7600,41.6900,248.0845,0.0046,0.0097,-0.0106,0,0.2389,0.5442,0.2169,1,1,1,2,2
UTX,2015-03-12,595.0300,113.9800,401.2275,0.0214,0.0130,-0.0229,0,0.4075,0.3635,0.2290,0,1,1,1,0
VAR,2015-03-12,52.6200,94.6400,53.9320,0.0251,0.0093,-0.0026,0,0.2746,0.5808,0.1446,1,1,1,2,0
VFC,2015-03-12,196.5300,68.8200,180.2755,0.0494,0.0171,0.0323,2,0.3356,0.3765,0.2879,1,2,0,0,0
VLO,2015-03-12,412.5500,52.1800,474.8030,0.0436,0.0197,0.0339,2,0.4261,0.2362,0.3377,0,2,0,2,0
VMC,2015-03-12,97.1500,83.5500,98.3305,0.0924,0.0109,-0.0207,0,0.3779,0.3719,0.2502,0,2,0,1,2
VNO,2015-03-12,96.4900,98.4700,88.2055,-0.0572,0.0140,0.0111,1,0.2255,0.2310,0.5436,2,0,2,0,2
VRSN,2015-03-12,65.0600,63.8100,64.4330,0.0464,0.0097,0.0617,2,0.2616,0.5239,0.2146,1,2,0,0,0
VRTX,2015-03-12,169.1300,123.3100,176.2285,0.1352,0.0235,0.0418,2,0.6357,0.2761,0.0882,0,2,0,0,0
VTR,2015-03-12,170.1100,54.5800,219.6110,-0.0727,0.0157,0.0524,2,0.2372,0.5282,0.2346,1,0,2,1,2
