Ticker,Date,V,P,AV,R,DRSD,YR,Y,pr_0,pr_1,pr_2,Y_pred,Y_mom,Y_rev,Y_rand3,Y_rand2
NI,2017-07-27,59.8100,26.1200,51.9360,0.0386,0.0075,0.0245,2,0.3352,0.4675,0.1974,1,2,0,1,2
NKE,2017-07-27,470.9700,57.9500,590.2880,0.0897,0.0271,-0.0740,0,0.0244,0.8381,0.1375,1,2,0,0,0
NOC,2017-07-27,244.3400,259.7900,147.5100,0.0124,0.0059,0.0337,2,0.1524,0.4842,0.3634,1,1,1,1,0
NOV,2017-07-27,111.4900,33.6600,89.4635,0.0612,0.0190,-0.1075,0,0.6745,0.0922,0.2333,0,2,0,0,2
NSC,2017-07-27,381.5800,111.8900,194.1725,-0.0638,0.0130,0.0475,2,0.6285,0.1522,0.2193,0,0,2,0,2
NTAP,2017-07-27,182.6500,43.8200,145.6365,0.0947,0.0181,-0.1182,0,0.0793,0.1618,0.7589,2,2,0,0,2
NTRS,2017-07-27,104.7200,87.2500,137.9360,-0.0930,0.0199,0.0238,2,0.0561,0.9364,0.0076,1,0,2,0,0
NUE,2017-07-27,172.4800,58.2700,163.3025,0.0085,0.0158,-0.0695,0,0.5159,0.3135,0.1706,0,1,1,2,2
NVDA,2017-07-27,3055.1000,161.6000,3148.4645,0.0658,0.0235,0.0222,2,0.2758,0.0328,0.6914,2,2,0,0,2
NWL,2017-07-27,159.6000,51.8900,122.5685,-0.0230,0.0070,-0.0765,0,0.1227,0.1745,0.7028,2,0,2,2,2
O,2017-07-27,114.7000,57.0800,74.7225,0.0239,0.0117,-0.0040,1,0.2914,0.0507,0.6579,2,1,1,1,0
OKE,2017-07-27,126.6900,55.0700,423.1980,0.1125,0.0144,-0.0427,0,0.7518,0.2269,0.0213,0,2,0,2,2
OMC,2017-07-27,302.5500,78.2900,175.5340,-0.0582,0.0108,-0.0743,0,0.1255,0.7894,0.0851,1,0,2,0,0
ORCL,2017-07-27,827.4600,50.2500,567.5720,-0.0046,0.0083,-0.0249,1,0.0841,0.3292,0.5867,2,1,1,1,0
ORLY,2017-07-27,639.1900,201.3100,531.7075,-0.0724,0.0486,-0.0242,1,0.3715,0.3257,0.3027,0,0,2,2,0
OXY,2017-07-27,287.0100,61.3600,211.2330,0.0432,0.0118,-0.0486,0,0.2172,0.5135,0.2693,1,2,0,2,2
PAYX,2017-07-27,376.1600,59.6200,126.7370,0.0430,0.0123,-0.0684,0,0.2700,0.3759,0.3541,1,2,0,2,2
PBCT,2017-07-27,75.9400,17.3500,51.5745,0.0093,0.0093,-0.0478,0,0.0384,0.9398,0.0218,1,1,1,1,2
PCAR,2017-07-27,100.8900,67.9000,128.8690,0.0429,0.0069,-0.0601,0,0.0692,0.8444,0.0863,1,2,0,1,0
PCG,2017-07-27,129.1900,67.0300,148.6435,0.0220,0.0065,0.0330,2,0.2441,0.3196,0.4363,2,1,1,2,2
PCLN,2017-07-27,977.1400,2025.0900,716.0505,0.0714,0.0087,-0.1035,0,0.4833,0.2234,0.2933,0,2,0,0,0
PDCO,2017-07-27,41.9100,42.0800,45.6880,-0.1075,0.0164,-0.1307,0,0.0447,0.7403,0.2150,1,0,2,2,0
PEG,2017-07-27,204.4800,43.9300,126.7810,0.0250,0.0088,0.0649,2,0.2149,0.6426,0.1424,1,1,1,0,2
PEP,2017-07-27,339.2400,116.5300,403.2965,0.0083,0.0057,-0.0096,1,0.7967,0.1929,0.0104,0,1,1,2,0
PFE,2017-07-27,540.5200,32.3900,483.3065,-0.0220,0.0054,0.0167,2,0.1269,0.4246,0.4486,2,0,2,1,2
PFG,2017-07-27,54.0100,66.1300,62.5185,0.0299,0.0069,-0.0534,0,0.2319,0.6242,0.1440,1,2,0,1,0
PG,2017-07-27,998.2200,90.0000,528.8145,0.0341,0.0071,0.0176,2,0.6194,0.2894,0.0913,0,2,0,0,2
PGR,2017-07-27,134.8400,46.2800,131.6515,0.0393,0.0078,0.0428,2,0.4866,0.3688,0.1446,0,2,0,0,0
PH,2017-07-27,173.9700,162.7900,147.4205,0.0383,0.0081,-0.0416,0,0.6015,0.2799,0.1186,0,2,0,1,0
PHM,2017-07-27,105.4500,24.2800,134.3515,-0.0053,0.0106,0.0227,2,0.1115,0.0669,0.8216,2,1,1,1,0
PKG,2017-07-27,162.8400,109.9500,217.6890,-0.0197,0.0091,-0.0039,1,0.1541,0.5735,0.2723,1,0,2,0,0
PKI,2017-07-27,53.2900,65.6600,36.7610,-0.0355,0.0097,-0.0093,1,0.2202,0.6558,0.1240,1,0,2,1,0
PLD,2017-07-27,91.5500,60.7500,135.5810,0.0333,0.0124,0.0181,2,0.6353,0.2730,0.0917,0,2,0,1,2
PNC,2017-07-27,316.1000,127.6700,279.5715,0.0407,0.0080,0.0000,1,0.5674,0.3636,0.0690,0,2,0,1,2
PNR,2017-07-27,70.5800,62.2000,50.6535,-0.0488,0.0097,-0.0246,1,0.1602,0.5857,0.2542,1,0,2,2,2
PNW,2017-07-27,45.7600,85.6300,56.1085,0.0053,0.0063,0.0416,2,0.6092,0.3008,0.0900,0,1,1,2,2
PPL,2017-07-27,121.4400,37.7400,128.1715,-0.0185,0.0061,0.0363,2,0.3367,0.5172,0.1461,1,0,2,0,0
PRGO,2017-07-27,99.2800,73.7600,71.3950,-0.0338,0.0150,0.0507,2,0.0314,0.7810,0.1876,1,0,2,0,0
PRU,2017-07-27,114.4700,111.9200,170.6220,0.0511,0.0072,-0.0914,0,0.6617,0.1837,0.1546,0,2,0,0,0
PSA,2017-07-27,754.0500,196.3900,175.6675,-0.0533,0.0166,0.0322,2,0.2614,0.6226,0.1160,1,0,2,1,2
PVH,2017-07-27,75.0000,119.0900,80.3845,0.0511,0.0101,0.0654,2,0.3148,0.4483,0.2369,1,2,0,0,0
PWR,2017-07-27,35.3200,33.9400,55.8135,0.0521,0.0138,0.0138,2,0.1722,0.7141,0.1137,1,2,0,0,2
PX,2017-07-27,240.5800,131.9200,139.9535,-0.0070,0.0079,-0.0042,1,0.0285,0.5199,0.4516,1,0,2,1,2
PXD,2017-07-27,197.8200,163.8600,201.9165,0.0529,0.0122,-0.2165,0,0.9330,0.0022,0.0648,0,2,0,0,2
QCOM,2017-07-27,732.9900,51.4900,466.1380,-0.0653,0.0141,-0.0087,1,0.6033,0.2864,0.1102,0,0,2,2,0
RCL,2017-07-27,128.2800,112.7100,120.3780,0.0230,0.0111,0.0640,2,0.1945,0.6066,0.1990,1,1,1,0,2
RE,2017-07-27,100.4900,256.7500,111.6000,0.0175,0.0121,-0.0074,1,0.1339,0.6775,0.1886,1,1,1,0,0
REG,2017-07-27,74.7000,66.6500,49.9915,0.0638,0.0117,-0.0209,1,0.6232,0.0441,0.3327,0,2,0,1,0
REGN,2017-07-27,481.5200,508.4100,364.2600,-0.0093,0.0159,-0.0455,0,0.3837,0.0538,0.5625,2,0,2,1,0
RF,2017-07-27,275.0600,14.2900,215.3230,0.0214,0.0126,0.0042,1,0.4094,0.4857,0.1050,1,1,1,2,2
RHI,2017-07-27,74.5500,43.5800,43.2830,-0.0894,0.0207,0.0032,1,0.0497,0.8594,0.0910,1,0,2,1,0
RHT,2017-07-27,154.5500,98.9200,110.9180,0.0218,0.0091,0.0579,2,0.3502,0.1243,0.5255,2,1,1,2,0
RJF,2017-07-27,144.3400,82.5100,51.0580,0.0278,0.0102,-0.0476,0,0.1779,0.7343,0.0878,1,1,1,1,2
RL,2017-07-27,71.3300,75.1900,84.0535,0.0380,0.0168,0.1367,2,0.1567,0.7447,0.0986,1,2,0,0,0
RMD,2017-07-27,67.4900,77.0900,174.6265,0.0038,0.0069,-0.0414,0,0.5568,0.2490,0.1942,0,1,1,1,2
ROK,2017-07-27,168.0700,164.2000,125.8715,0.0277,0.0086,-0.0248,1,0.3929,0.4489,0.1582,1,1,1,0,2
ROP,2017-07-27,70.8300,231.6400,79.8060,0.0000,0.0071,-0.0126,1,0.1477,0.1640,0.6883,2,1,1,2,0
ROST,2017-07-27,175.2600,54.9700,215.5935,-0.0460,0.0121,0.0582,2,0.1991,0.6001,0.2008,1,0,2,0,2
RRC,2017-07-27,102.8800,22.2000,114.5540,-0.0276,0.0289,-0.1631,0,0.1746,0.8076,0.0179,1,0,2,0,0
RSG,2017-07-27,73.7600,64.7200,52.2475,0.0232,0.0051,-0.0189,1,0.1963,0.1049,0.6988,2,1,1,2,0
RTN,2017-07-27,267.9100,168.8100,193.2730,0.0481,0.0068,0.0499,2,0.3256,0.1754,0.4989,2,2,0,2,2
SBAC,2017-07-27,138.3600,136.0000,114.0645,0.0123,0.0094,0.0888,2,0.1261,0.3665,0.5073,2,1,1,1,0
SBUX,2017-07-27,1182.1900,58.9200,459.9695,0.0055,0.0089,-0.0893,0,0.2741,0.6387,0.0872,1,1,1,2,2
SCG,2017-07-27,63.7300,64.9700,54.9430,-0.0348,0.0096,-0.0831,0,0.4981,0.2749,0.2271,0,0,2,1,2
SCHW,2017-07-27,360.9500,42.3800,288.5600,-0.0073,0.0084,-0.0663,0,0.1880,0.6113,0.2008,1,0,2,1,2
SEE,2017-07-27,129.8800,44.5300,63.9075,-0.0172,0.0078,0.0036,1,0.0307,0.6827,0.2867,1,0,2,2,0
SHW,2017-07-27,302.9200,344.7000,254.9690,-0.0428,0.0093,-0.0265,1,0.0517,0.8710,0.0773,1,0,2,1,2
SIG,2017-07-27,71.7600,62.0400,80.1710,-0.0064,0.0214,-0.0287,1,0.0287,0.9637,0.0077,1,1,1,0,2
SJM,2017-07-27,78.8500,120.4400,115.6735,0.0194,0.0100,-0.1141,0,0.1028,0.3780,0.5192,2,1,1,0,2
SLB,2017-07-27,460.0200,66.7200,450.1825,0.0388,0.0096,-0.0722,0,0.0951,0.8310,0.0739,1,2,0,1,2
SLG,2017-07-27,63.6900,102.0300,80.8425,-0.0275,0.0158,-0.0556,0,0.0777,0.7845,0.1378,1,0,2,2,0
SNA,2017-07-27,262.8800,154.1600,153.7775,-0.0066,0.0170,-0.0735,0,0.0377,0.9519,0.0103,1,1,1,0,2
SNPS,2017-07-27,56.5400,76.3600,49.5210,0.0283,0.0084,0.0287,2,0.6277,0.0807,0.2916,0,1,1,0,0
SO,2017-07-27,220.1600,46.7200,197.5595,-0.0271,0.0079,0.0163,2,0.8796,0.0572,0.0631,0,0,2,0,2
SPG,2017-07-27,248.1000,162.5600,228.4600,0.0154,0.0149,-0.0474,0,0.0431,0.3351,0.6218,2,1,1,2,2
SRCL,2017-07-27,53.6000,76.5600,49.8935,-0.0149,0.0094,-0.0673,0,0.4527,0.3603,0.1869,0,0,2,1,0
SRE,2017-07-27,112.9600,112.2800,96.0210,0.0065,0.0055,0.0530,2,0.6243,0.3274,0.0482,0,1,1,0,0
STI,2017-07-27,229.4300,56.2900,191.6260,0.0108,0.0092,-0.0083,1,0.1028,0.8610,0.0362,1,1,1,0,2
STT,2017-07-27,174.7400,93.1400,158.7985,0.0478,0.0091,0.0025,1,0.7796,0.1364,0.0841,0,2,0,1,2
STZ,2017-07-27,266.5900,193.9400,286.5815,0.0587,0.0134,0.0152,2,0.5411,0.3409,0.1180,0,2,0,2,2
SWK,2017-07-27,151.1900,140.5100,148.8465,-0.0021,0.0097,-0.0283,1,0.0127,0.8722,0.1150,1,1,1,2,0
SWKS,2017-07-27,323.6500,106.3600,208.9035,0.0879,0.0117,-0.0391,1,0.5525,0.1383,0.3092,0,2,0,2,2
SYK,2017-07-27,210.1800,143.6100,149.0810,0.0303,0.0097,-0.0366,1,0.4066,0.4606,0.1328,1,2,0,0,0
SYMC,2017-07-27,182.3700,30.7800,183.1705,0.0710,0.0158,-0.0481,0,0.0980,0.4223,0.4797,2,2,0,1,2
SYY,2017-07-27,159.1700,52.2400,133.3075,0.0609,0.0078,-0.0255,1,0.2608,0.5029,0.2362,1,2,0,2,2
T,2017-07-27,2437.1600,38.9200,998.7790,0.0525,0.0157,-0.0439,0,0.0083,0.9864,0.0053,1,2,0,0,0
TAP,2017-07-27,109.9500,89.1600,113.3635,0.0246,0.0063,0.0027,1,0.7290,0.1316,0.1394,0,1,1,1,0
TGT,2017-07-27,244.2500,55.4300,317.4655,0.0765,0.0145,-0.0220,1,0.0838,0.6862,0.2300,1,2,0,2,2
TIF,2017-07-27,79.9500,94.6700,103.3450,0.0139,0.0124,-0.0803,0,0.5646,0.1555,0.2800,0,1,1,1,0
TJX,2017-07-27,324.9000,69.3400,322.4030,-0.0248,0.0136,0.0224,2,0.2637,0.2034,0.5329,2,0,2,0,2
TMK,2017-07-27,42.5900,78.6500,28.5330,0.0278,0.0058,-0.0215,1,0.2177,0.6094,0.1729,1,1,1,2,2
TMO,2017-07-27,433.6300,175.1300,238.3055,-0.0028,0.0092,0.0039,1,0.1783,0.7443,0.0774,1,1,1,1,2
TROW,2017-07-27,246.7700,82.1100,136.0735,0.1016,0.0179,-0.0024,1,0.0919,0.8606,0.0475,1,2,0,1,0
TSCO,2017-07-27,538.4300,57.0100,147.1275,0.0828,0.0247,0.0077,2,0.1893,0.3939,0.4168,2,2,0,2,0
TSN,2017-07-27,92.3600,63.1300,145.5685,0.0290,0.0128,0.0079,2,0.2400,0.3308,0.4292,2,2,0,2,2
TSS,2017-07-27,124.4100,62.9700,67.2190,0.0737,0.0101,0.0572,2,0.2494,0.6063,0.1443,1,2,0,2,2
TWX,2017-07-27,482.8900,102.8000,410.5695,0.0400,0.0070,-0.0182,1,0.2357,0.6298,0.1345,1,2,0,2,0
TXN,2017-07-27,554.0600,80.4500,355.5155,0.0437,0.0105,0.0035,1,0.7095,0.0493,0.2412,0,2,0,1,2
TXT,2017-07-27,47.4400,48.4800,66.2915,0.0324,0.0090,-0.0116,1,0.3141,0.4804,0.2055,1,2,0,2,0
UDR,2017-07-27,77.6900,38.3700,44.9055,-0.0010,0.0097,0.0117,2,0.0556,0.8885,0.0559,1,1,1,0,0
UHS,2017-07-27,165.0300,110.2600,98.4410,-0.0835,0.0208,-0.0158,1,0.2001,0.2409,0.5590,2,0,2,2,2
UNH,2017-07-27,495.6300,188.2200,510.2000,0.0174,0.0065,0.0308,2,0.1825,0.7350,0.0824,1,1,1,0,0
UNM,2017-07-27,49.4400,48.2300,41.5895,0.0480,0.0072,-0.0012,1,0.2116,0.4895,0.2988,1,2,0,0,2
UNP,2017-07-27,643.2200,100.8200,362.6880,-0.0678,0.0106,0.0312,2,0.0742,0.8637,0.0621,1,0,2,1,0
UPS,2017-07-27,802.4200,106.9900,265.2800,-0.0208,0.0112,0.0594,2,0.4157,0.3187,0.2655,0,0,2,1,0
URI,2017-07-27,131.2500,120.7700,184.8365,0.1132,0.0142,-0.1090,0,0.2402,0.0527,0.7070,2,2,0,2,0
USB,2017-07-27,362.8900,52.1400,313.8580,0.0087,0.0077,-0.0111,1,0.2558,0.6251,0.1191,1,1,1,2,2
UTX,2017-07-27,505.3000,117.9900,294.4750,-0.0311,0.0070,-0.0228,1,0.1003,0.7653,0.1344,1,0,2,1,0
VAR,2017-07-27,163.2800,100.1900,81.5335,-0.0201,0.0087,0.0108,2,0.1536,0.5893,0.2571,1,0,2,2,0
VFC,2017-07-27,111.2300,60.4100,154.0340,0.0664,0.0125,0.0349,2,0.1516,0.5596,0.2888,1,2,0,0,0
VLO,2017-07-27,295.6900,66.3400,214.9825,0.0018,0.0090,0.0080,2,0.4643,0.4903,0.0454,1,1,1,2,0
VMC,2017-07-27,124.1300,123.5100,123.4930,-0.0474,0.0116,-0.0761,0,0.4183,0.2547,0.3270,0,0,2,1,2
VNO,2017-07-27,74.0000,77.7600,100.5195,-0.1552,0.0475,-0.0561,0,0.2396,0.6460,0.1143,1,0,2,0,2
VRSN,2017-07-27,89.5000,101.9500,83.9410,0.0872,0.0067,-0.0044,1,0.0335,0.8210,0.1455,1,2,0,0,0
VRTX,2017-07-27,590.2000,156.1900,394.0140,0.1913,0.0504,-0.0007,1,0.7178,0.1318,0.1504,0,2,0,0,0
VTR,2017-07-27,80.1400,66.6700,87.8240,-0.0518,0.0101,0.0052,2,0.9117,0.0274,0.0609,0,0,2,1,2
VZ,2017-07-27,2128.6900,47.8100,663.9185,0.0662,0.0197,0.0105,2,0.0812,0.8269,0.0920,1,2,0,2,0
WAT,2017-07-27,117.4800,173.2300,97.5735,-0.0596,0.0147,0.0446,2,0.0191,0.3144,0.6665,2,0,2,1,0
WBA,2017-07-27,506.5700,78.3900,462.2380,0.0219,0.0085,0.0269,2,0.1089,0.6513,0.2398,1,1,1,2,0
WDC,2017-07-27,450.3500,91.3700,361.1735,-0.0189,0.0181,-0.0266,1,0.5351,0.4459,0.0190,0,0,2,2,0
WEC,2017-07-27,81.8100,62.0000,89.2980,0.0050,0.0070,0.0471,2,0.6654,0.2895,0.0451,0,1,1,0,2
WFC,2017-07-27,941.3700,53.9400,871.7985,0.0069,0.0091,-0.0397,1,0.0757,0.6942,0.2301,1,1,1,2,2
WHR,2017-07-27,455.8800,177.0800,152.2380,-0.0547,0.0195,-0.0549,0,0.0026,0.9698,0.0276,1,0,2,2,2
WM,2017-07-27,141.9900,75.0300,117.3390,0.0263,0.0055,0.0027,1,0.7931,0.1732,0.0337,0,1,1,1,0
WMB,2017-07-27,139.6600,31.6600,160.0660,0.0750,0.0081,-0.0783,0,0.2715,0.3448,0.3837,2,2,0,2,0
WMT,2017-07-27,625.9000,79.2800,547.6035,0.0427,0.0104,-0.0119,1,0.3491,0.5999,0.0510,1,2,0,1,2
WY,2017-07-27,134.4200,33.9100,108.4490,0.0310,0.0128,-0.0832,0,0.2614,0.4226,0.3160,1,2,0,2,0
XEL,2017-07-27,202.4600,47.3100,136.6000,0.0256,0.0067,0.0355,2,0.5835,0.2820,0.1345,0,1,1,1,2
XL,2017-07-27,147.3200,42.6400,54.9970,-0.0291,0.0169,-0.0084,1,0.2239,0.6114,0.1647,1,0,2,0,2
XLNX,2017-07-27,414.8300,63.4900,178.2315,-0.0329,0.0151,0.0117,2,0.1580,0.6906,0.1514,1,0,2,0,2
XOM,2017-07-27,898.9200,80.0500,796.6815,-0.0085,0.0071,-0.0465,0,0.5042,0.0885,0.4072,0,0,2,2,2
XRAY,2017-07-27,75.8200,62.8200,83.8505,-0.0358,0.0077,-0.1318,0,0.1518,0.3500,0.4982,2,0,2,0,0
XRX,2017-07-27,84.1400,30.3600,82.0050,0.0440,0.0119,0.0481,2,0.1939,0.5300,0.2760,1,2,0,2,2
YUM,2017-07-27,157.0100,75.6100,132.7565,0.0238,0.0062,0.0086,2,0.9386,0.0490,0.0124,0,1,1,1,0
ZBH,2017-07-27,376.4600,125.1700,210.2630,-0.0239,0.0118,-0.1003,0,0.0799,0.7621,0.1580,1,0,2,0,2
ZION,2017-07-27,183.4300,45.0200,113.1270,0.0504,0.0116,-0.0142,1,0.3639,0.5555,0.0806,1,2,0,2,2
A,2017-08-24,99.0600,62.5500,116.8415,0.0462,0.0144,0.0496,1,0.0509,0.7652,0.1839,1,2,0,1,2
AAP,2017-08-24,129.6700,93.0400,283.0085,-0.1563,0.0500,0.0274,1,0.0640,0.9065,0.0295,1,0,2,1,0
AAPL,2017-08-24,3030.8500,159.2700,4329.3815,0.0421,0.0172,-0.0463,0,0.0411,0.7651,0.1938,1,2,0,1,2
ABC,2017-08-24,93.2200,78.0200,170.9475,-0.1512,0.0247,0.0338,1,0.1531,0.6498,0.1971,1,0,2,1,0
ABT,2017-08-24,189.6100,49.1400,217.0630,-0.0146,0.0094,0.0635,2,0.1211,0.3270,0.5519,2,1,1,0,0
ACN,2017-08-24,140.4300,127.4400,195.0945,0.0040,0.0078,0.0717,2,0.0481,0.0556,0.8962,2,1,1,0,0
ADBE,2017-08-24,203.5200,150.8100,236.7965,0.0069,0.0123,-0.0153,0,0.1316,0.2313,0.6371,2,2,0,2,0
ADI,2017-08-24,100.1300,78.8300,149.6435,-0.0035,0.0123,0.0773,2,0.0572,0.4728,0.4700,1,1,1,1,0
ADM,2017-08-24,111.8300,40.7500,146.0095,-0.0092,0.0118,0.0560,2,0.2436,0.6073,0.1491,1,1,1,1,2
ADP,2017-08-24,311.4900,104.0500,650.5755,-0.0955,0.0189,0.0395,1,0.0911,0.5854,0.3235,1,0,2,2,2
ADS,2017-08-24,73.8800,222.9000,118.5640,-0.0718,0.0131,-0.0275,0,0.0792,0.0562,0.8646,2,0,2,1,2
ADSK,2017-08-24,326.1000,110.6100,167.4115,-0.0082,0.0135,0.0106,1,0.0979,0.8001,0.1020,1,1,1,1,0
AEE,2017-08-24,44.3100,59.8200,77.0370,0.0709,0.0057,-0.0219,0,0.0881,0.1423,0.7696,2,2,0,1,0
AEP,2017-08-24,155.3700,72.7900,148.6110,0.0470,0.0052,-0.0383,0,0.0313,0.3728,0.5959,2,2,0,1,2
AES,2017-08-24,56.1500,11.2700,67.2785,0.0378,0.0122,-0.0248,0,0.0423,0.2660,0.6917,2,2,0,1,2
AET,2017-08-24,184.3300,155.6500,300.4805,0.0146,0.0104,-0.0165,0,0.2514,0.6159,0.1327,1,2,0,2,0
AFL,2017-08-24,111.4300,80.3900,119.2915,0.0480,0.0087,0.0442,1,0.1663,0.5670,0.2667,1,2,0,2,2
AGN,2017-08-24,358.2200,223.7000,502.0615,-0.1171,0.0088,-0.0852,0,0.6233,0.2690,0.1077,0,0,2,0,0
AIG,2017-08-24,323.6000,59.9100,267.9155,-0.0757,0.0072,0.0134,1,0.1323,0.6814,0.1863,1,0,2,0,0
AIV,2017-08-24,43.3100,45.8400,47.7370,0.0499,0.0084,-0.0238,0,0.1495,0.1001,0.7505,2,2,0,2,0
AJG,2017-08-24,38.7800,57.9200,33.5395,0.0049,0.0085,0.0530,2,0.2334,0.1710,0.5956,2,1,1,0,2
AKAM,2017-08-24,49.9100,45.2300,84.4975,-0.0057,0.0117,0.0685,2,0.7255,0.0430,0.2315,0,1,1,0,2
ALB,2017-08-24,108.6600,114.5700,188.8035,-0.0130,0.0198,0.1721,2,0.1701,0.5713,0.2586,1,1,1,2,0
ALGN,2017-08-24,162.0900,175.3100,180.4055,0.1148,0.0298,0.0724,2,0.0311,0.5733,0.3956,1,2,0,2,0
ALK,2017-08-24,142.0400,73.1900,102.5570,-0.1611,0.0133,0.0167,1,0.2480,0.4768,0.2752,1,0,2,2,2
ALL,2017-08-24,288.9700,91.1700,174.0785,0.0207,0.0103,-0.0070,0,0.1564,0.8166,0.0270,1,2,0,1,0
ALXN,2017-08-24,139.0900,137.7800,180.8510,0.0288,0.0162,0.0366,1,0.5544,0.1394,0.3062,0,2,0,0,2
AMAT,2017-08-24,387.4500,43.7200,442.9575,-0.0483,0.0207,0.0926,2,0.0243,0.1562,0.8195,2,0,2,2,2
AMD,2017-08-24,463.4000,12.5100,720.6945,-0.1140,0.0239,0.0631,2,0.2182,0.2771,0.5047,2,0,2,0,2
AME,2017-08-24,47.3000,62.3400,57.5110,0.0146,0.0112,0.0509,1,0.1931,0.6941,0.1129,1,2,0,1,0
AMG,2017-08-24,45.2700,174.7300,57.1605,-0.0219,0.0163,0.0586,2,0.0040,0.7464,0.2496,1,1,1,2,0
AMGN,2017-08-24,300.7100,169.9500,327.7505,-0.0061,0.0098,0.0930,2,0.1320,0.0720,0.7961,2,1,1,1,0
AMT,2017-08-24,226.3100,143.1100,196.5055,0.0663,0.0107,-0.0419,0,0.1519,0.0739,0.7742,2,2,0,0,2
AMZN,2017-08-24,4844.8700,952.4500,4101.0735,-0.0953,0.0128,0.0028,0,0.0455,0.6541,0.3005,1,0,2,1,0
ANSS,2017-08-24,30.0000,127.1300,52.2015,-0.0035,0.0144,-0.0400,0,0.0268,0.4097,0.5635,2,1,1,2,2
ANTM,2017-08-24,227.8800,192.2000,209.1845,0.0511,0.0097,-0.0486,0,0.0186,0.8555,0.1259,1,2,0,2,0
AON,2017-08-24,99.4200,137.4400,137.7595,0.0164,0.0094,0.0597,2,0.0417,0.8020,0.1563,1,2,0,1,0
AOS,2017-08-24,52.7100,53.3300,52.1825,-0.0084,0.0090,0.1140,2,0.2126,0.0801,0.7072,2,1,1,0,2
APA,2017-08-24,75.3200,40.0300,168.4185,-0.2029,0.0209,0.0884,2,0.1151,0.1844,0.7005,2,0,2,1,2
APC,2017-08-24,166.4700,42.6000,199.2820,-0.0986,0.0129,0.1462,2,0.1003,0.4891,0.4106,1,0,2,0,0
APD,2017-08-24,138.1300,144.3400,214.2590,0.0110,0.0131,0.0346,1,0.0206,0.6676,0.3118,1,2,0,1,2
APH,2017-08-24,55.0300,79.2100,96.6785,0.0468,0.0062,0.0471,1,0.0631,0.0692,0.8677,2,2,0,1,2
ARE,2017-08-24,155.3400,120.3900,56.2070,0.0035,0.0070,-0.0265,0,0.3042,0.0752,0.6206,2,1,1,1,2
ARNC,2017-08-24,57.9400,25.4100,70.5420,0.0164,0.0170,0.0291,1,0.6210,0.3467,0.0323,0,2,0,1,0
ATVI,2017-08-24,241.1000,63.4300,359.6715,0.0126,0.0193,0.0074,0,0.0383,0.0601,0.9016,2,2,0,0,2
AVB,2017-08-24,133.4300,187.8500,112.8145,-0.0063,0.0071,-0.0572,0,0.0237,0.6551,0.3212,1,1,1,0,2
AVY,2017-08-24,33.8300,91.7200,50.3170,0.0124,0.0074,0.0725,2,0.3962,0.3376,0.2662,0,2,0,2,0
AXP,2017-08-24,173.6000,85.0300,250.5110,0.0180,0.0077,0.0356,1,0.2134,0.3055,0.4811,2,2,0,0,2
AYI,2017-08-24,52.1500,175.3500,77.8830,-0.1369,0.0146,-0.0655,0,0.0077,0.3886,0.6037,2,0,2,1,0
AZO,2017-08-24,213.2000,511.6300,242.0885,-0.0329,0.0149,0.1220,2,0.0163,0.3263,0.6574,2,1,1,2,2
BA,2017-08-24,605.9500,237.4600,942.5125,-0.0034,0.0084,0.0742,2,0.1713,0.3990,0.4297,2,1,1,0,2
BAC,2017-08-24,917.2200,23.7200,1432.0515,-0.0113,0.0135,0.0548,2,0.0069,0.0305,0.9626,2,1,1,1,0
BAX,2017-08-24,140.0600,61.3500,133.2190,0.0188,0.0081,0.0352,1,0.5766,0.1679,0.2555,0,2,0,1,2
BBT,2017-08-24,173.5400,45.8300,184.0310,-0.0087,0.0083,-0.0203,0,0.1640,0.2498,0.5862,2,1,1,2,0
BBY,2017-08-24,223.8000,61.4400,176.3065,0.0834,0.0151,-0.1227,0,0.1716,0.1013,0.7272,2,2,0,2,2
BDX,2017-08-24,160.2300,197.1400,239.7580,-0.0189,0.0069,-0.0207,0,0.4406,0.3461,0.2132,0,1,1,2,2
BEN,2017-08-24,85.2200,42.2000,79.2250,-0.0764,0.0102,0.0118,1,0.0653,0.5636,0.3710,1,0,2,2,2
BIIB,2017-08-24,216.1200,285.4500,281.9760,-0.0087,0.0135,0.1156,2,0.0480,0.0302,0.9218,2,1,1,1,2
BK,2017-08-24,177.7100,52.5500,223.9230,0.0032,0.0116,-0.0080,0,0.2215,0.5927,0.1858,1,1,1,1,0
BLK,2017-08-24,125.5600,413.4700,193.7290,-0.0225,0.0086,0.0533,2,0.1022,0.7911,0.1067,1,1,1,0,0
BLL,2017-08-24,64.6500,39.1100,94.9495,-0.0728,0.0109,0.0483,1,0.1345,0.6644,0.2011,1,0,2,0,0
BMY,2017-08-24,256.8500,57.8200,345.3475,0.0725,0.0122,0.0892,2,0.1181,0.0814,0.8005,2,2,0,1,2
BSX,2017-08-24,106.1100,26.7100,128.5685,-0.0126,0.0081,0.0801,2,0.2684,0.4185,0.3132,1,1,1,2,2
BWA,2017-08-24,94.9900,44.2100,85.4905,-0.0568,0.0119,0.1301,2,0.4136,0.4041,0.1823,0,0,2,0,2
BXP,2017-08-24,122.2600,119.1600,82.2850,-0.0109,0.0100,0.0149,1,0.1547,0.4402,0.4051,1,1,1,0,2
